gene	stage_area	area	celltype_stage	celltype_region	cell_type	individual	gene.score	p_val_adj	diff.pct	enrichment.ratio	pct.1	pct.2	avg_logfc	stage_region	stage	region
CDO1	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.66778	0	0.139	1.17332	0.941	0.802	0.56914	mid_msp	mid	msp
CD82	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.65531	0	0.139	1.97886	0.281	0.142	0.33115	mid_msp	mid	msp
HNRNPA0	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.65332	0	0.181	1.24426	0.922	0.741	0.52506	mid_msp	mid	msp
HERPUD1	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.64801	0	0.208	1.58263	0.565	0.357	0.40945	mid_msp	mid	msp
SERTAD1	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.64564	0	0.11	2.15787	0.205	0.095	0.2992	mid_msp	mid	msp
H1F0	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.64547	0	0.186	1.35094	0.716	0.53	0.47779	mid_msp	mid	msp
AMMECR1	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.64091	0	0.107	2.24416	0.193	0.086	0.28559	mid_msp	mid	msp
PAM	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.6375	0	0.202	1.83127	0.445	0.243	0.34812	mid_msp	mid	msp
EIF4B	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.6266	0	0.159	1.35177	0.611	0.452	0.46354	mid_msp	mid	msp
GLUL	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.6149	0	0.19	1.4086	0.655	0.465	0.43653	mid_msp	mid	msp
EEF2	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.61468	0	0.082	1.09031	0.99	0.908	0.56377	mid_msp	mid	msp
DLX5	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.61354	0	0.111	1.95688	0.227	0.116	0.31353	mid_msp	mid	msp
LIMA1	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.60397	0	0.172	1.55128	0.484	0.312	0.38934	mid_msp	mid	msp
LDB2	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.60343	0	0.183	1.81333	0.408	0.225	0.33277	mid_msp	mid	msp
ODF2L	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.60213	0	0.151	1.69907	0.367	0.216	0.35439	mid_msp	mid	msp
SOX2	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.59236	0	0.072	1.07929	0.98	0.908	0.54884	mid_msp	mid	msp
LHFP	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.58815	0	0.13	2.14033	0.244	0.114	0.27479	mid_msp	mid	msp
TOPORS	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.58784	0	0.134	1.60633	0.355	0.221	0.36595	mid_msp	mid	msp
CAPN2	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.5848	0	0.131	1.55041	0.369	0.238	0.37719	mid_msp	mid	msp
ZBED6	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.58395	0.00765	0.083	1.84692	0.181	0.098	0.31618	mid_msp	mid	msp
BCHE	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.57839	0	0.154	2.14072	0.289	0.135	0.27018	mid_msp	mid	msp
SDCBP2	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.56699	0	0.137	1.96477	0.279	0.142	0.28858	mid_msp	mid	msp
MLF1	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.56507	0	0.171	1.67856	0.423	0.252	0.33664	mid_msp	mid	msp
STAT3	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.56184	0	0.155	1.80728	0.347	0.192	0.31087	mid_msp	mid	msp
DLX1	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.55527	0.00403	0.1	1.81966	0.222	0.122	0.30515	mid_msp	mid	msp
RPL3	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.55478	0	0.002	1.00201	0.998	0.996	0.55367	mid_msp	mid	msp
EIF3D	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.54972	0	0.118	1.24634	0.597	0.479	0.44106	mid_msp	mid	msp
ZNF385A	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.54672	2e-5	0.109	2.13539	0.205	0.096	0.25603	mid_msp	mid	msp
RPS10	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.54114	0	0.127	1.16137	0.914	0.787	0.46595	mid_msp	mid	msp
SRSF5	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.5405	0	0.164	1.23976	0.848	0.684	0.43597	mid_msp	mid	msp
VPS37B	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.53877	0	0.143	1.7647	0.33	0.187	0.30531	mid_msp	mid	msp
RP11-356J5.12	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.53267	2e-5	0.112	1.91055	0.235	0.123	0.2788	mid_msp	mid	msp
SFRP2	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.53226	0	0.183	1.54954	0.516	0.333	0.34349	mid_msp	mid	msp
SPECC1	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.53034	0	0.165	1.52547	0.479	0.314	0.34766	mid_msp	mid	msp
CFAP20	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.52932	0	0.146	1.45482	0.467	0.321	0.36384	mid_msp	mid	msp
EIF3L	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.52571	0	0.153	1.21857	0.853	0.7	0.43141	mid_msp	mid	msp
CCNL1	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.52399	0	0.182	1.40534	0.631	0.449	0.37285	mid_msp	mid	msp
RPLP0	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.51948	0	0.034	1.03545	0.993	0.959	0.50169	mid_msp	mid	msp
RPS3A	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.51875	0	0	1	1	1	0.51875	mid_msp	mid	msp
CYR61	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.51462	0	0.283	1.45135	0.91	0.627	0.35458	mid_msp	mid	msp
ABHD14A	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.51446	3.9e-4	0.125	1.72253	0.298	0.173	0.29867	mid_msp	mid	msp
MBIP	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.51372	0	0.161	1.63888	0.413	0.252	0.31346	mid_msp	mid	msp
CCDC80	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.50939	0.13518	0.084	1.60868	0.222	0.138	0.31665	mid_msp	mid	msp
RPL7	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.50666	0	-0.001	0.999	0.998	0.999	0.50717	mid_msp	mid	msp
HNRNPA1L2	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.5041	5.6e-4	0.101	1.92659	0.21	0.109	0.26165	mid_msp	mid	msp
LINC01551	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.5036	0.00231	0.114	1.33236	0.457	0.343	0.37798	mid_msp	mid	msp
BTN3A2	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.50248	0.00754	0.065	1.99997	0.13	0.065	0.25124	mid_msp	mid	msp
TSPYL1	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.50169	0.00482	0.096	1.53932	0.274	0.178	0.32592	mid_msp	mid	msp
RPL5	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.50107	0	0.013	1.0132	0.998	0.985	0.49454	mid_msp	mid	msp
CMBL	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.49929	1e-5	0.141	1.70148	0.342	0.201	0.29344	mid_msp	mid	msp
RPS3	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.4949	0	0.01	1.0101	1	0.99	0.48995	mid_msp	mid	msp
LITAF	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.4907	0	0.117	1.2135	0.665	0.548	0.40437	mid_msp	mid	msp
RPL17	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.49058	0	0.174	1.34939	0.672	0.498	0.36355	mid_msp	mid	msp
EIF3E	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.48251	0	0.124	1.15696	0.914	0.79	0.41705	mid_msp	mid	msp
PNRC1	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.48207	0	0.179	1.25718	0.875	0.696	0.38345	mid_msp	mid	msp
NPM1	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.48017	0	0.123	1.15037	0.941	0.818	0.41741	mid_msp	mid	msp
TOB1	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.46739000000000003	0.00733	0.104	1.84551	0.227	0.123	0.25326	mid_msp	mid	msp
PDLIM3	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.46541	1.1e-4	0.123	1.39423	0.435	0.312	0.33382	mid_msp	mid	msp
TMEM106C	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.46524	0.00244	0.112	1.7724	0.257	0.145	0.26249	mid_msp	mid	msp
SLC44A1	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.4631	7.6e-4	0.13	1.58558	0.352	0.222	0.29207	mid_msp	mid	msp
ARL4A	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.46145	7.8e-4	0.116	1.65536	0.293	0.177	0.27876	mid_msp	mid	msp
KPNA2	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.46138	0.00284	0.1	1.42918	0.333	0.233	0.32283	mid_msp	mid	msp
ATP1B3	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.46124	2e-5	0.128	1.40634	0.443	0.315	0.32797	mid_msp	mid	msp
NR2F1	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.45531	0.00204	0.141	1.49999	0.423	0.282	0.30354	mid_msp	mid	msp
GNB2L1	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.45087	0	0.023	1.02359	0.998	0.975	0.44048	mid_msp	mid	msp
PLTP	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.44908	0.01262	0.115	1.44747	0.372	0.257	0.31025	mid_msp	mid	msp
CCNL2	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.44272	0.00103	0.114	1.48926	0.347	0.233	0.29727	mid_msp	mid	msp
EEF1A1	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.44087	0	0	1	1	1	0.44087	mid_msp	mid	msp
HNRNPDL	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.43521	0	0.089	1.10289	0.954	0.865	0.39461	mid_msp	mid	msp
EEF1D	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.43354	0	0.091	1.10496	0.958	0.867	0.39236	mid_msp	mid	msp
ADGRV1	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.43326	0	0.148	1.24463	0.753	0.605	0.34811	mid_msp	mid	msp
ZBTB20	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.42815	0	0.174	1.33461	0.694	0.52	0.3208	mid_msp	mid	msp
MGAT4C	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.42687	2e-5	0.165	1.48672	0.504	0.339	0.28712	mid_msp	mid	msp
EIF4A2	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.42068	0	0.1	1.1224	0.917	0.817	0.3748	mid_msp	mid	msp
FADS1	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.42001	1.2e-4	0.103	1.38721	0.369	0.266	0.30277	mid_msp	mid	msp
TMEM87A	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.41731	1.7e-4	0.083	1.40291	0.289	0.206	0.29746	mid_msp	mid	msp
RPL41	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.41614	0	0.001	1.001	1	0.999	0.41573	mid_msp	mid	msp
RBM39	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.41583	0	0.142	1.21131	0.814	0.672	0.34329	mid_msp	mid	msp
PNMA1	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.41406	1e-5	0.163	1.37557	0.597	0.434	0.30101	mid_msp	mid	msp
DDOST	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.41115	0.40123	0.093	1.36904	0.345	0.252	0.30032	mid_msp	mid	msp
SDHD	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.40736	0.01039	0.112	1.61878	0.293	0.181	0.25165	mid_msp	mid	msp
FBL	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.40631	0.0032	0.112	1.37837	0.408	0.296	0.29477	mid_msp	mid	msp
GPC1	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.40137	0.00217	0.131	1.37322	0.482	0.351	0.29228	mid_msp	mid	msp
GLUD1	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.40089	0.00242	0.12	1.3015	0.518	0.398	0.30802	mid_msp	mid	msp
EIF3M	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.40017	4e-5	0.141	1.33098	0.567	0.426	0.30066	mid_msp	mid	msp
MED17	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.3998	0.00195	0.106	1.56684	0.293	0.187	0.25517	mid_msp	mid	msp
EIF3H	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.39782	0	0.143	1.22034	0.792	0.649	0.32599	mid_msp	mid	msp
RPS27A	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.39654	0	0.002	1.002	1	0.998	0.39574	mid_msp	mid	msp
SNHG7	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.39616	2.3e-4	0.138	1.39093	0.491	0.353	0.28482	mid_msp	mid	msp
USP11	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.39252	2.7e-4	0.087	1.25	0.435	0.348	0.31402	mid_msp	mid	msp
IL33	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.38987	0.04671	0.096	1.23021	0.513	0.417	0.31691	mid_msp	mid	msp
POLD2	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.38965	0.00368	0.11	1.34375	0.43	0.32	0.28997	mid_msp	mid	msp
EID1	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.38747	0	0.106	1.13233	0.907	0.801	0.34219	mid_msp	mid	msp
MTSS1	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.38642	0.00583	0.115	1.44401	0.374	0.259	0.2676	mid_msp	mid	msp
DDX5	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.38319	0	0.101	1.11882	0.951	0.85	0.34249	mid_msp	mid	msp
SPAG9	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.38142	0.001	0.106	1.20503	0.623	0.517	0.31652	mid_msp	mid	msp
AHI1	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.37954	0.36076	0.07	1.4895	0.213	0.143	0.25481	mid_msp	mid	msp
IGBP1	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.3789	8.5e-4	0.124	1.37804	0.452	0.328	0.27496	mid_msp	mid	msp
IMPDH2	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.3779	1e-5	0.15	1.30737	0.638	0.488	0.28905	mid_msp	mid	msp
ALDH6A1	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.37766	0.00714	0.095	1.34926	0.367	0.272	0.2799	mid_msp	mid	msp
RPS4Y1	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.37721	2e-5	0.065	1.07611	0.919	0.854	0.35053	mid_msp	mid	msp
RPL4	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.37682	0	0.033	1.03466	0.985	0.952	0.3642	mid_msp	mid	msp
EGR1	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.37631	0.00156	0.137	1.23064	0.731	0.594	0.30578	mid_msp	mid	msp
APOC1	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.3761	0.37266	0.06	1.37499	0.22	0.16	0.27353	mid_msp	mid	msp
CREB1	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.37496	0.54842	0.103	1.39015	0.367	0.264	0.26972	mid_msp	mid	msp
RBBP6	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.37174	0.00335	0.116	1.45849	0.369	0.253	0.25488	mid_msp	mid	msp
WHSC1L1	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.37173	9.2e-4	0.091	1.2177	0.509	0.418	0.30527	mid_msp	mid	msp
ZNF302	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.37113	0.00557	0.115	1.31593	0.479	0.364	0.28203	mid_msp	mid	msp
TMBIM6	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.36986	1.2e-4	0.111	1.1476	0.863	0.752	0.32229	mid_msp	mid	msp
RPL13A	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.36973	0	0.001	1.001	1	0.999	0.36936	mid_msp	mid	msp
SYNE1	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.36775	0.02507	0.081	1.38571	0.291	0.21	0.26539	mid_msp	mid	msp
NMD3	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.36617	0.02201	0.105	1.45652	0.335	0.23	0.2514	mid_msp	mid	msp
PPT1	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.36487000000000003	0.0694	0.107	1.25845	0.521	0.414	0.28994	mid_msp	mid	msp
HSPA9	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.3636	0.00422	0.093	1.22249	0.511	0.418	0.29743000000000003	mid_msp	mid	msp
EIF4A3	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.36215	0.00409	0.142	1.42136	0.479	0.337	0.25479	mid_msp	mid	msp
RPL36A	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.35802	1e-5	0.113	1.16353	0.804	0.691	0.3077	mid_msp	mid	msp
RPL13	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.35619	0	0.001	1.001	1	0.999	0.35583	mid_msp	mid	msp
DDX6	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.35609	0.1334	0.103	1.38721	0.369	0.266	0.25669	mid_msp	mid	msp
NDN	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.35378	0.00117	0.109	1.20336	0.645	0.536	0.294	mid_msp	mid	msp
SLC25A6	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.35264	0	0.084	1.09711	0.949	0.865	0.32143	mid_msp	mid	msp
RPL10	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.3504	0	0	1	1	1	0.3504	mid_msp	mid	msp
ILF2	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.34341	0.02521	0.11	1.22044	0.609	0.499	0.28138	mid_msp	mid	msp
BTF3	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.34334	0	0.059	1.06371	0.985	0.926	0.32278	mid_msp	mid	msp
GNL3	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.33728	1	0.045	1.16666	0.315	0.27	0.2891	mid_msp	mid	msp
HNRNPF	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.33634	0.0022	0.079	1.1426	0.633	0.554	0.29437	mid_msp	mid	msp
ATF6B	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.3356	1	0.071	1.30603	0.303	0.232	0.25696	mid_msp	mid	msp
RPS6	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.33532	0	0	1	1	1	0.33532	mid_msp	mid	msp
UBXN1	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.33445	0.00404	0.113	1.20848	0.655	0.542	0.27675	mid_msp	mid	msp
PIM1	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.33439	1	0.076	1.32758	0.308	0.232	0.25188	mid_msp	mid	msp
RPS16	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.33423	0	0.015	1.01531	0.995	0.98	0.3292	mid_msp	mid	msp
ARF1	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.33391	0.13537	0.105	1.24648	0.531	0.426	0.26788	mid_msp	mid	msp
RBMX	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.3327	6.5e-4	0.093	1.13439	0.785	0.692	0.29328	mid_msp	mid	msp
RPL18A	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.32814	0	0.001	1.001	0.998	0.997	0.32781	mid_msp	mid	msp
RPL6	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.32607	0	0	1	1	1	0.32607	mid_msp	mid	msp
RPL15	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.32605	0	0.002	1.002	1	0.998	0.3254	mid_msp	mid	msp
C9orf24	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.3256	1	0.053	1.22268	0.291	0.238	0.2663	mid_msp	mid	msp
ARMCX1	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.32535	0.50849	0.088	1.28758	0.394	0.306	0.25268	mid_msp	mid	msp
CLNS1A	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.32116	0.01326	0.099	1.15541	0.736	0.637	0.27796	mid_msp	mid	msp
RPS7	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.32059	0	0.022	1.02249	1	0.978	0.31354	mid_msp	mid	msp
ASH1L	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.31503	0.45965	0.088	1.22622	0.477	0.389	0.25691	mid_msp	mid	msp
RPL35A	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.31495	0	0	1	0.998	0.998	0.31495	mid_msp	mid	msp
RPS13	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.31374	0	0.004	1.00402	1	0.996	0.31249	mid_msp	mid	msp
TMEM123	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.30964	0.30615	0.106	1.22993	0.567	0.461	0.25175	mid_msp	mid	msp
RPS2	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.30942	0	0	1	1	1	0.30942	mid_msp	mid	msp
PTMA	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.30895	0	0.02	1.02041	1	0.98	0.30277	mid_msp	mid	msp
RPS14	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.30799	0	0.001	1.001	1	0.999	0.30768	mid_msp	mid	msp
RPSA	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.30755	0	0.024	1.02502	0.983	0.959	0.30004	mid_msp	mid	msp
TAF7	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.30444	0.01037	0.119	1.1877	0.753	0.634	0.25633	mid_msp	mid	msp
NRXN1	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.30166	1.9e-4	0.128	1.19133	0.797	0.669	0.25321	mid_msp	mid	msp
SRSF7	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.30133	1	0.088	1.1494	0.677	0.589	0.26216	mid_msp	mid	msp
CCT8	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.29887	0.52222	0.096	1.16299	0.685	0.589	0.25698	mid_msp	mid	msp
SSR2	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.29552	0.08343	0.092	1.14241	0.738	0.646	0.25868	mid_msp	mid	msp
NUDC	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.29549	0.42836	0.085	1.16765	0.592	0.507	0.25306	mid_msp	mid	msp
RPS25	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.29086	0	0.003	1.00302	0.995	0.992	0.28999	mid_msp	mid	msp
NDRG2	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.28264	0.00597	0.07	1.09472	0.809	0.739	0.25819	mid_msp	mid	msp
RGMA	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.28083	1	0.035	1.09511	0.403	0.368	0.25644	mid_msp	mid	msp
RPS5	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.27914	7e-5	0.012	1.01217	0.998	0.986	0.27579	mid_msp	mid	msp
RPL22	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.2771	0	0.021	1.02156	0.995	0.974	0.27125	mid_msp	mid	msp
RPL27A	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.27597	0	-0.002	0.99799	0.995	0.997	0.27652	mid_msp	mid	msp
RPL7A	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.27485	0	0.028	1.02895	0.995	0.967	0.26712	mid_msp	mid	msp
RPL23A	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.27181	0	0	1	0.985	0.985	0.27181	mid_msp	mid	msp
RPS9	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.26776	1e-5	0.003	1.00301	0.998	0.995	0.26696	mid_msp	mid	msp
RPLP1	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.26417	0	-0.001	0.999	0.998	0.999	0.26443	mid_msp	mid	msp
RPS15A	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.25835	0	0	1	0.998	0.998	0.25835	mid_msp	mid	msp
RPS8	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.254	3.4e-4	0	1	0.998	0.998	0.254	mid_msp	mid	msp
RPL30	mid_motor	motor	rg_mid	rg_msp	rg	gw20	0.25188	1e-5	0.004	1.00402	0.998	0.994	0.25087	mid_msp	mid	msp
ID3	late_motor	motor	rg_late	rg_msp	rg	gw22	0.71221	0.24351	0.065	1.71427	0.156	0.091	0.41546	late_msp	late	msp
HBG2	late_motor	motor	rg_late	rg_msp	rg	gw22	0.6228	2e-5	0.079	1.48765	0.241	0.162	0.41865	late_msp	late	msp
SPARCL1	late_motor	motor	rg_late	rg_msp	rg	gw22	0.59025	0	0.109	1.37979	0.396	0.287	0.42779	late_msp	late	msp
SEMA5A	late_motor	motor	rg_late	rg_msp	rg	gw22	0.53661	1e-5	0.046	1.45999	0.146	0.1	0.36754	late_msp	late	msp
GADD45B	late_motor	motor	rg_late	rg_msp	rg	gw22	0.43793	0.02101	0.039	1.12264	0.357	0.318	0.39009	late_msp	late	msp
NTRK2	late_motor	motor	rg_late	rg_msp	rg	gw22	0.39669	0.15943	0.052	1.39999	0.182	0.13	0.28335	late_msp	late	msp
TNC	late_motor	motor	rg_late	rg_msp	rg	gw22	0.34231	0	0.02	1.04739	0.442	0.422	0.32682	late_msp	late	msp
ID2	late_motor	motor	rg_late	rg_msp	rg	gw22	0.34177	0	0.007	1.00868	0.813	0.806	0.33883	late_msp	late	msp
SOX11	late_motor	motor	rg_late	rg_msp	rg	gw22	0.32923	1e-5	0.018	1.03255	0.571	0.553	0.31886	late_msp	late	msp
AQP4	late_motor	motor	rg_late	rg_msp	rg	gw22	0.32225	1e-5	0.034	1.05772	0.623	0.589	0.30466	late_msp	late	msp
CHRDL1	late_motor	motor	rg_late	rg_msp	rg	gw22	0.31414	0.02049	0.037	1.23717	0.193	0.156	0.25392	late_msp	late	msp
GOLIM4	late_motor	motor	rg_late	rg_msp	rg	gw22	0.30835	0.04773	0.049	1.16388	0.348	0.299	0.26493	late_msp	late	msp
CLDN10	late_motor	motor	rg_late	rg_msp	rg	gw22	0.30797	0.04549	0.023	1.21904	0.128	0.105	0.25263	late_msp	late	msp
FXYD1	late_motor	motor	rg_late	rg_msp	rg	gw22	0.30751	1e-5	0.01	1.03816	0.272	0.262	0.2962	late_msp	late	msp
S100A16	late_motor	motor	rg_late	rg_msp	rg	gw22	0.29544	0	0.018	1.04063	0.461	0.443	0.28391	late_msp	late	msp
CDC42	late_motor	motor	rg_late	rg_msp	rg	gw22	0.28362	0	-0.021	0.96916	0.66	0.681	0.29265	late_msp	late	msp
HNRNPH1	late_motor	motor	rg_late	rg_msp	rg	gw22	0.27399	9e-5	0.026	1.06176	0.447	0.421	0.25806	late_msp	late	msp
LAMP5	late_motor	motor	rg_late	rg_msp	rg	gw22	0.26824	0	0.014	1.06542	0.228	0.214	0.25177	late_msp	late	msp
