cl.from	cl.to	Freq	cl.from.total	cl.to.total	odds	pval.log	frac	cl.from.label	cl.to.label
21	53	62	330305	12202	0.060274600151324124	-0	1.8770530267480057e-4	ipc_3	opc_3
24	53	1	153370	12202	0.002093714105145591	-1.1657087709024546e-212	6.520179956966812e-6	ipc_6	opc_3
25	53	3	135455	12202	0.007111873293112384	-1.7724367326105045e-182	2.2147576685984275e-5	ipc_7	opc_3
27	53	1	1363	12202	0.23559276031267742	-0.014338383767593277	7.336757153338225e-4	ipc_9	opc_3
28	53	11	236376	12202	0.014943320199038703	-1.3410228958006556e-308	4.653602734626189e-5	neuron_1	opc_3
32	53	6	103804	12202	0.01856072592421367	-1.0724894093535504e-132	5.7801240799969175e-5	neuron_13	opc_3
34	53	6	65078	12202	0.02960566695099843	-4.107070896810035e-80	9.219705584068349e-5	neuron_15	opc_3
38	53	1	5930	12202	0.05415057880374018	-9.146745552974945e-9	1.6863406408094435e-4	neuron_2	opc_3
40	53	3	35994	12202	0.02676387167079341	-6.825882097106924e-46	8.33472245374229e-5	neuron_4	opc_3
42	53	7	448274	12202	0.005014322771660313	-0	1.5615449479559376e-5	neuron_6	opc_3
43	53	4	171309	12202	0.007497864847875577	-1.5230232766197892e-230	2.334961969306925e-5	neuron_7	opc_3
44	53	9	501093	12202	0.005767425190045788	-0	1.7960737827109936e-5	neuron_8	opc_3
45	53	27	377351	12202	0.02297608638182181	-0	7.155142029569287e-5	neuron_9	opc_3
46	53	196	1215	12202	51.80093393581164	-602.5790136210065	0.16131687242798354	opc_1	opc_3
48	53	66	451	12202	46.99213643505063	-197.4703516802008	0.14634146341463414	opc_11	opc_3
49	53	38	375	12202	32.53944380702617	-100.09174222510352	0.10133333333333333	opc_12	opc_3
50	53	3	165	12202	5.838416951021442	-4.181653641413528	0.01818181818181818	opc_13	opc_3
52	53	59	256	12202	74.00649611743977	-205.9056783593418	0.23046875	opc_2	opc_3
53	53	5861	11970	12202	157.22998297798804	-27254.61286367988	0.489640768588137	opc_3	opc_3
54	53	139	838	12202	53.26336227990325	-432.0065150059083	0.1658711217183771	opc_4	opc_3
55	53	27	770	12202	11.259804119827066	-43.65973988750565	0.03506493506493506	opc_5	opc_3
56	53	8	420	12202	6.116436805831986	-9.65896706429242	0.01904761904761905	opc_6	opc_3
57	53	9	6913	12202	0.4180553147339236	-7.691914145606984e-4	0.0013018949804715753	opc_7	opc_3
58	53	511	2775	12202	59.13106609313789	-1645.4799358733267	0.18414414414414415	opc_8	opc_3
59	53	4708	87557	12202	17.2664628219045	-10050.113296226446	0.053770686524207086	opc_9	opc_3
60	53	3	598	12202	1.6109344430075887	-1.251606447735858	0.005016722408026756	rg_1	opc_3
61	53	91	139657	12202	0.20923603428300994	-1.3653352479187072e-92	6.515964112074582e-4	rg_10	opc_3
62	53	49	162981	12202	0.0965421348684987	-1.6582649185031955e-156	3.00648541854572e-4	rg_11	opc_3
63	53	1	5520	12202	0.05817263266416292	-3.2919781496543895e-8	1.8115942028985507e-4	rg_12	opc_3
64	53	86	39779	12202	0.6942284164592227	-1.259778306643039e-4	0.0021619447447145477	rg_13	opc_3
67	53	2	420	12202	1.5291092014579966	-0.9777226604517977	0.004761904761904762	rg_16	opc_3
69	53	9	598	12202	4.832803329022766	-8.906102824345524	0.015050167224080268	rg_18	opc_3
70	53	2	240	12202	2.6759411025514943	-1.7585452760553335	0.008333333333333333	rg_2	opc_3
71	53	23	15790	12202	0.46773891342888696	-1.081177326869877e-5	0.0014566181127295757	rg_3	opc_3
74	53	7	13438	12202	0.1672712104586438	-5.243120176063896e-12	5.209108498288436e-4	rg_6	opc_3
76	53	23	99557	12202	0.07418461226274521	-2.85311263468879e-103	2.310234338117862e-4	rg_8	opc_3
77	53	3	81059	12202	0.011884415017685116	-3.744358984985928e-107	3.70100790782023e-5	rg_9	opc_3
1	54	9	4201	622	13.495477650015959	-17.103471131762916	0.0021423470602237563	cr_1	opc_4
4	54	1	467	622	13.489055819109456	-2.638583010957322	0.0021413276231263384	dividing_11	opc_4
6	54	1	10953	622	0.5751291032159331	-0.1927235819898917	9.129918743723181e-5	dividing_2	opc_4
9	54	1	32297	622	0.1950456410045551	-0.005824096468456806	3.09626281078738e-5	dividing_5	opc_4
10	54	1	82554	622	0.07630628518938047	-1.76710492303587e-6	1.2113283426605616e-5	dividing_6	opc_4
12	54	43	212799	622	1.27290884780256	-2.7280999755213347	2.0206861874350914e-4	dividing_8	opc_4
13	54	21	113433	622	1.1662141565329882	-1.3187627783650553	1.8513131099415515e-4	dividing_9	opc_4
16	54	1	659	622	9.559012242069977	-2.3091801423456455	0.0015174506828528073	ipc_11	opc_4
17	54	4	690	622	36.51819749289343	-12.128906734982221	0.005797101449275362	ipc_12	opc_4
18	54	4	194	622	129.88431067060034	-17.16419556899555	0.020618556701030927	ipc_13	opc_4
21	54	15	330305	622	0.28607146731918	-8.642944074773425e-11	4.541257322777433e-5	ipc_3	opc_4
28	54	16	236376	622	0.42639787914333876	-1.6632523052648427e-5	6.76887670491082e-5	neuron_1	opc_4
40	54	1	35994	622	0.1750121983531732	-0.003217525257304629	2.778240817914097e-5	neuron_4	opc_4
41	54	1	85227	622	0.07391306824743468	-1.1453342353873478e-6	1.173337088012015e-5	neuron_5	opc_4
42	54	6	448274	622	0.08431525005943842	-4.4022672894547605e-26	1.3384670982479465e-5	neuron_6	opc_4
43	54	2	171309	622	0.07354416951268311	-2.4637337853714417e-11	1.1674809846534624e-5	neuron_7	opc_4
44	54	4	501093	622	0.05028518911678363	-1.403993705571734e-32	7.982550145382194e-6	neuron_8	opc_4
